     14.117186	     50.152840	    335.55
     14.141543	     50.152752	    354.02
     14.104455	     50.152428	    343.36
     14.095358	     50.152313	    366.45
     14.143366	     50.152588	    354.49
     14.149109	     50.152405	    359.02
     14.110411	     50.152069	    374.22
     14.098797	     50.151844	    360.47
     14.101875	     50.151871	    352.38
     14.135117	     50.152077	    332.47
     14.059332	     50.151352	    409.90
     14.057654	     50.151249	    410.11
     14.127081	     50.151341	    345.70
     14.091324	     50.150978	    394.85
     14.149898	     50.151329	    358.47
     14.057668	     50.150574	    412.26
     14.098258	     50.150715	    364.69
     14.080067	     50.150394	    402.90
     14.155363	     50.150967	    356.24
     14.085457	     50.150345	    398.15
     14.107712	     50.150383	    349.96
     14.111073	     50.150322	    347.43
     14.124299	     50.150375	    342.14
     14.157470	     50.150577	    356.05
     14.135709	     50.150280	    336.17
     14.153275	     50.150368	    356.24
     14.054823	     50.149338	    415.98
     14.061751	     50.149303	    411.71
     14.106539	     50.149521	    359.48
     14.056297	     50.149078	    415.54
     14.118647	     50.149479	    346.75
     14.100384	     50.149296	    352.69
     14.115852	     50.149235	    347.27
     14.063373	     50.148731	    411.71
     14.070374	     50.148609	    408.74
     14.115089	     50.148869	    347.45
     14.122929	     50.148792	    346.90
     14.150499	     50.148998	    357.69
     14.123559	     50.148750	    347.16
     14.136994	     50.148853	    342.34
     14.080946	     50.148376	    402.03
     14.153860	     50.148888	    356.10
     14.053450	     50.147976	    421.72
     14.114677	     50.148415	    348.92
     14.129862	     50.148529	    348.86
     14.128603	     50.148476	    353.14
     14.083262	     50.148037	    401.91
     14.102857	     50.148052	    385.20
     14.100619	     50.147945	    382.78
     14.141764	     50.148258	    358.00
     14.093554	     50.147800	    373.89
     14.057869	     50.147472	    419.55
     14.087331	     50.147484	    390.71
     14.149188	     50.147953	    355.83
     14.075787	     50.147346	    406.99
     14.151777	     50.147926	    356.72
     14.103081	     50.147293	    383.89
     14.123443	     50.147446	    355.85
     14.101753	     50.147190	    390.53
     14.137299	     50.147461	    349.27
     14.098185	     50.147118	    381.33
     14.145557	     50.147476	    356.55
     14.066842	     50.146690	    412.71
     14.081257	     50.146759	    402.53
     14.063625	     50.146530	    414.44
     14.108202	     50.146656	    355.50
     14.118977	     50.146740	    355.96
     14.132132	     50.146839	    358.41
     14.064751	     50.146271	    414.09
     14.114920	     50.146664	    353.64
     14.148648	     50.146824	    359.69
     14.101070	     50.146286	    394.24
     14.155369	     50.146694	    366.18
     14.095335	     50.146107	    389.93
     14.081487	     50.145683	    399.12
     14.067216	     50.145435	    414.10
     14.116964	     50.145824	    355.99
     14.118505	     50.145790	    362.05
     14.062460	     50.145306	    417.08
     14.105981	     50.145649	    369.34
     14.063722	     50.145184	    416.57
     14.143002	     50.145523	    358.74
     14.158536	     50.145637	    368.22
     14.145243	     50.145496	    360.13
     14.115087	     50.145226	    355.85
     14.125302	     50.145256	    356.82
     14.046802	     50.144459	    427.71
     14.150706	     50.145176	    371.96
